male,age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,age_at_first_arrest,marital_status,slevel,rs_fta,rs_grecid,rs_vrecid,ds_fta,ds_grecid,ds_vrecid,fta_text,grecid_text,vrecid_text
1,39,0,0,0,0,37,Single,1,22.0,-0.67,-1.98,5,4,4,Medium,Low,Low
1,26,0,0,0,9,19,Single,4,19.0,0.5,-1.25,3,9,8,Low,High,High
1,25,0,0,0,3,20,Single,4,16.0,0.11,-1.13,2,8,8,Low,High,High
1,45,0,0,0,2,21,Single,1,25.0,-1.0,-2.13,6,3,4,Medium,Low,Low
0,57,0,0,0,7,37,Married,3,30.0,0.42,-3.06,9,9,1,High,High,Low
1,23,0,0,0,0,21,Significant Other,1,18.0,-0.83,-2.08,3,3,4,Low,Low,Low
1,34,0,0,0,2,21,Single,1,13.0,-1.15,-2.98,1,2,1,Low,Low,Low
1,38,0,0,0,14,18,Single,4,34.0,1.0,-1.19,10,10,8,High,High,High
0,36,0,0,0,0,36,Married,1,17.0,-1.11,-2.23,2,3,4,Low,Low,Low
0,23,0,0,0,1,21,Single,1,16.0,-1.0,-2.04,2,4,4,Low,Low,Low
1,36,0,0,0,2,18,Single,1,13.0,-0.94,-3.0,1,3,1,Low,Low,Low
1,50,0,0,0,1,48,Single,1,19.0,-2.39,-3.93,3,1,1,Low,Low,Low
0,37,0,0,0,0,35,Single,1,24.0,-1.12,-3.39,6,3,1,Medium,Low,Low
1,44,0,0,0,4,38,Separated,1,20.0,-0.58,-2.2,3,4,4,Low,Low,Low
0,35,0,1,0,23,21,Single,4,31.0,0.4,-0.67,9,9,9,High,High,High
1,31,0,0,0,1,30,Divorced,1,16.0,-1.74,-3.1,2,1,1,Low,Low,Low
1,24,0,0,0,5,21,Significant Other,1,19.0,-0.35,-2.09,3,5,4,Low,Medium,Low
1,40,0,0,0,3,24,Married,1,21.0,-1.86,-3.1,4,1,1,Low,Low,Low
1,26,0,0,0,2,22,Single,4,15.0,0.87,-1.14,1,10,8,Low,High,High
1,37,0,0,0,1,19,Single,2,27.0,-0.28,-2.77,7,6,2,Medium,Medium,Low
1,27,0,0,0,0,25,Single,1,20.0,-1.17,-2.48,3,2,3,Low,Low,Low
0,31,0,0,0,1,28,Married,1,14.0,-1.15,-2.83,1,3,2,Low,Low,Low
0,28,0,0,0,0,26,Single,3,26.0,-0.09,-1.53,7,8,6,Medium,High,Medium
1,43,0,0,0,11,20,Widowed,1,25.0,-0.47,-2.37,6,5,3,Medium,Medium,Low
1,42,0,0,0,0,42,Separated,2,20.0,-0.43,-1.59,3,5,6,Low,Medium,Medium
0,28,0,0,0,7,22,Single,3,17.0,0.14,-1.73,2,9,6,Low,High,Medium
1,38,0,0,0,0,36,Significant Other,1,13.0,-1.66,-3.17,1,1,1,Low,Low,Low
1,38,0,0,0,2,36,Significant Other,1,13.0,-1.84,-3.26,1,1,1,Low,Low,Low
1,27,0,0,0,2,21,Single,1,20.0,-0.7,-2.36,3,4,3,Low,Low,Low
0,28,0,0,0,1,24,Single,3,17.0,0.14,-1.38,2,9,7,Low,High,Medium
1,21,1,0,0,1,18,Single,3,21.0,0.06,-1.2,4,7,8,Low,Medium,High
1,56,0,0,0,7,44,Divorced,1,15.0,-2.73,-4.11,1,1,1,Low,Low,Low
1,38,0,0,0,15,20,Separated,3,26.0,0.34,-2.41,7,9,3,Medium,High,Low
1,28,0,0,0,2,20,Single,1,17.0,-0.41,-2.06,2,5,4,Low,Medium,Low
1,45,0,0,0,3,31,Single,2,30.0,-0.21,-2.09,8,6,4,High,Medium,Low
1,28,0,0,0,0,26,Single,1,19.0,-1.14,-2.52,3,2,3,Low,Low,Low
0,24,0,0,0,1,23,Single,1,11.0,-1.46,-2.6,1,2,2,Low,Low,Low
1,61,0,0,0,1,58,Married,1,11.0,-2.61,-4.3,1,1,1,Low,Low,Low
0,51,0,0,0,0,49,Single,1,11.0,-2.51,-4.05,1,1,1,Low,Low,Low
1,51,0,0,0,0,49,Single,1,17.0,-1.05,-2.9,2,2,2,Low,Low,Low
1,20,0,0,1,0,18,Single,2,11.0,-0.68,-1.41,1,4,7,Low,Low,Medium
1,36,0,0,0,1,33,Separated,1,14.0,-1.48,-3.33,1,1,1,Low,Low,Low
1,48,0,0,0,0,45,Married,1,13.0,-2.3,-3.83,1,1,1,Low,Low,Low
1,37,0,0,0,4,22,Single,1,13.0,-0.89,-2.0,1,3,4,Low,Low,Low
0,30,0,0,0,2,25,Single,2,17.0,-0.3,-2.06,2,7,4,Low,Medium,Low
0,41,0,0,0,5,21,Single,2,21.0,-0.37,-2.25,4,6,3,Low,Medium,Low
1,27,0,0,0,11,19,Single,4,20.0,0.69,-0.65,3,10,9,Low,High,High
1,37,0,0,0,0,34,Single,1,12.0,-1.72,-3.29,1,1,1,Low,Low,Low
1,33,0,0,0,4,22,Single,1,20.0,-0.59,-2.68,3,4,2,Low,Low,Low
1,54,0,0,0,11,27,Single,4,30.0,0.54,-0.83,8,9,9,High,High,High
1,23,0,0,0,2,20,Single,3,21.0,0.46,-1.8,4,9,5,Low,High,Medium
1,22,0,0,0,0,21,Single,2,13.0,-0.23,-1.88,1,6,5,Low,Medium,Medium
1,68,0,0,0,0,68,Single,1,21.0,-1.52,-2.61,4,1,2,Low,Low,Low
0,26,0,0,0,2,24,Single,2,23.0,-0.88,-1.56,6,4,6,Medium,Low,Medium
0,23,0,2,0,3,22,Single,2,15.0,-0.39,-1.53,1,6,6,Low,Medium,Medium
0,32,0,0,0,0,32,Married,1,27.0,-1.15,-3.01,8,3,1,High,Low,Low
1,41,0,0,0,0,39,Single,1,11.0,-1.81,-3.35,1,1,1,Low,Low,Low
1,52,0,0,0,0,49,Single,1,13.0,-1.77,-3.57,1,1,1,Low,Low,Low
1,23,0,0,0,0,23,Significant Other,3,15.0,0.69,-1.68,1,10,6,Low,High,Medium
1,43,0,0,0,13,37,Single,1,22.0,-0.53,-2.95,5,4,1,Medium,Low,Low
1,52,0,0,0,0,50,Widowed,1,25.0,-0.67,-2.3,6,4,3,Medium,Low,Low
1,28,0,0,0,1,22,Single,1,11.0,-1.41,-2.84,1,1,2,Low,Low,Low
1,30,0,0,2,11,19,Significant Other,3,22.0,0.55,-2.04,5,9,4,Medium,High,Low
1,28,0,0,0,1,19,Single,1,18.0,-0.44,-2.28,3,5,3,Low,Medium,Low
1,47,0,0,0,1,39,Single,1,19.0,-1.32,-2.34,3,2,3,Low,Low,Low
0,34,0,0,0,0,33,Single,1,11.0,-1.58,-3.04,1,2,1,Low,Low,Low
1,22,0,0,0,0,19,Single,2,16.0,-0.74,-1.7,2,4,6,Low,Low,Medium
1,30,0,0,0,4,26,Single,1,14.0,-1.04,-2.77,1,2,2,Low,Low,Low
1,25,0,0,0,4,20,Single,1,12.0,-0.61,-2.2,1,4,4,Low,Low,Low
1,31,0,0,0,0,30,Single,3,24.0,0.25,-1.96,6,8,5,Medium,High,Medium
1,37,0,0,0,0,36,Single,1,16.0,-1.07,-3.02,2,2,1,Low,Low,Low
1,32,0,1,0,14,18,Single,4,33.0,0.57,-1.06,9,9,8,High,High,High
1,26,0,1,0,4,19,Single,3,20.0,0.12,-1.59,3,8,6,Low,High,Medium
1,53,0,0,0,1,41,Single,1,18.0,-2.45,-3.92,3,1,1,Low,Low,Low
1,28,0,0,0,25,19,Single,4,28.0,0.28,-0.61,8,8,10,High,High,High
1,44,0,0,0,8,37,Single,1,24.0,-0.34,-2.33,6,5,3,Medium,Medium,Low
1,25,0,0,0,0,23,Single,1,19.0,-0.88,-2.12,3,3,4,Low,Low,Low
0,30,0,0,0,0,29,Married,1,12.0,-1.7,-3.06,1,1,1,Low,Low,Low
1,22,0,0,1,1,19,Single,3,19.0,0.21,-1.45,3,8,7,Low,High,Medium
0,30,1,0,0,2,17,Single,4,33.0,0.1,-1.11,9,8,8,High,High,High
0,20,0,0,0,0,19,Single,2,13.0,-0.81,-1.66,1,5,6,Low,Medium,Medium
0,37,0,0,0,0,36,Single,1,16.0,-1.96,-3.44,2,1,1,Low,Low,Low
0,33,0,0,0,0,32,Single,1,11.0,-1.63,-3.17,1,2,1,Low,Low,Low
0,47,0,0,0,2,39,Single,1,20.0,-0.8,-2.99,4,5,1,Low,Medium,Low
0,40,0,0,0,3,38,Single,1,16.0,-1.41,-3.07,2,2,1,Low,Low,Low
1,24,0,0,0,0,22,Single,1,15.0,-1.21,-2.29,1,2,3,Low,Low,Low
1,36,0,0,0,8,10,Separated,3,24.0,-0.01,-0.78,6,7,9,Medium,Medium,High
1,30,0,0,0,4,25,Single,1,17.0,-1.18,-2.94,2,2,2,Low,Low,Low
1,22,0,0,0,3,19,Single,4,23.0,0.49,-0.88,4,9,9,Low,High,High
0,24,0,0,0,1,22,Single,2,14.0,-0.24,-1.76,1,7,5,Low,Medium,Medium
1,27,0,0,0,3,20,Single,1,19.0,-1.17,-2.5,3,2,3,Low,Low,Low
0,31,0,0,0,0,28,Married,1,13.0,-1.55,-2.88,1,2,2,Low,Low,Low
1,47,0,0,0,0,46,Married,1,15.0,-1.77,-2.84,1,1,2,Low,Low,Low
1,23,0,0,1,1,21,Single,2,13.0,-0.23,-2.0,1,6,4,Low,Medium,Low
0,23,0,0,4,5,18,Single,2,14.0,-0.65,-1.37,1,5,7,Low,Medium,Medium
1,24,0,0,0,0,21,Single,3,14.0,0.14,-1.45,1,8,7,Low,High,Medium
1,29,0,0,0,1,24,Single,1,20.0,-0.79,-2.36,3,3,3,Low,Low,Low
1,20,0,0,0,1,18,Single,3,12.0,0.16,-1.41,1,8,7,Low,High,Medium
1,30,0,0,0,2,20,Single,2,15.0,-0.21,-1.84,1,6,5,Low,Medium,Medium
1,39,0,0,0,1,38,Single,1,17.0,-1.13,-3.2,2,2,1,Low,Low,Low
1,38,0,0,0,1,38,Single,1,20.0,-0.58,-2.88,3,4,2,Low,Low,Low
1,39,0,0,0,0,36,Single,1,13.0,-1.94,-3.41,1,1,1,Low,Low,Low
1,27,0,0,0,4,20,Single,1,14.0,-0.54,-1.98,1,4,4,Low,Low,Low
1,18,2,0,0,2,16,Single,4,16.0,0.87,-0.01,2,10,10,Low,High,High
1,31,0,0,0,2,22,Single,1,22.0,-0.52,-2.36,5,4,3,Medium,Low,Low
0,37,0,0,0,2,35,Single,1,12.0,-2.0,-3.43,1,1,1,Low,Low,Low
1,31,0,0,0,0,30,Single,1,20.0,-1.01,-2.44,3,2,3,Low,Low,Low
1,27,0,0,0,2,20,Single,3,26.0,0.13,-1.97,7,8,5,Medium,High,Medium
1,20,0,0,0,0,19,Single,3,16.0,0.18,-1.5,2,8,6,Low,High,Medium
1,46,1,0,0,5,16,Married,3,28.0,0.29,-1.57,8,8,6,High,High,Medium
1,22,0,0,1,0,19,Single,2,16.0,-0.02,-1.56,2,7,6,Low,Medium,Medium
0,52,0,0,0,0,50,Married,1,13.0,-1.92,-3.59,1,1,1,Low,Low,Low
0,23,0,0,0,0,22,Single,1,15.0,-0.98,-2.18,1,4,4,Low,Low,Low
1,20,1,0,0,1,18,Single,3,21.0,0.07,-0.39,4,7,10,Low,Medium,High
0,48,0,0,0,0,46,Single,1,14.0,-1.47,-2.49,1,2,3,Low,Low,Low
1,66,0,0,0,8,40,Divorced,2,28.0,-0.28,-3.61,8,6,1,High,Medium,Low
1,25,0,0,0,0,23,Single,1,16.0,-0.41,-2.14,2,5,4,Low,Medium,Low
1,27,0,0,0,0,25,Single,2,31.0,-0.19,-1.48,9,6,7,High,Medium,Medium
1,30,0,0,0,11,19,Single,2,18.0,-0.1,-1.57,3,7,6,Low,Medium,Medium
1,22,0,1,1,3,19,Single,3,18.0,0.66,-1.27,3,10,7,Low,High,Medium
0,22,0,0,0,1,21,Single,1,11.0,-1.07,-2.22,1,3,4,Low,Low,Low
1,35,0,0,0,2,33,Single,4,29.0,1.01,-1.24,8,10,8,High,High,High
1,32,0,0,0,2,23,Single,1,21.0,-0.62,-2.2,4,4,4,Low,Low,Low
0,41,0,0,0,2,20,Single,1,15.0,-1.29,-3.12,1,3,1,Low,Low,Low
1,35,0,0,0,9,22,Single,4,29.0,0.18,-1.22,8,8,8,High,High,High
1,43,0,0,0,0,42,Single,1,14.0,-1.48,-3.47,1,1,1,Low,Low,Low
0,25,0,0,0,0,23,Single,1,16.0,-1.37,-2.49,2,2,3,Low,Low,Low
1,44,0,0,0,24,20,Single,2,28.0,0.01,-2.44,8,7,3,High,Medium,Low
1,52,0,0,0,3,47,Single,2,27.0,-0.28,-2.68,7,6,2,Medium,Medium,Low
1,43,0,0,0,0,41,Single,1,13.0,-2.0,-3.54,1,1,1,Low,Low,Low
1,37,0,0,0,0,36,Significant Other,1,11.0,-1.66,-3.17,1,1,1,Low,Low,Low
0,24,0,0,0,0,24,Single,1,12.0,-1.07,-2.4,1,3,3,Low,Low,Low
1,47,0,0,0,1,45,Significant Other,1,15.0,-1.5,-2.98,1,1,1,Low,Low,Low
0,45,0,0,0,3,42,Single,1,16.0,-1.71,-3.55,2,1,1,Low,Low,Low
1,23,0,0,0,2,22,Single,1,13.0,-0.54,-2.2,1,4,4,Low,Low,Low
1,37,0,0,0,3,36,Single,1,21.0,-1.73,-3.27,4,1,1,Low,Low,Low
1,28,0,0,0,3,20,Single,1,25.0,-0.39,-2.33,5,4,3,Medium,Low,Low
1,70,0,0,0,1,67,Married,1,28.0,-1.85,-3.35,8,1,1,High,Low,Low
1,54,0,0,0,6,38,Single,1,18.0,-1.15,-3.54,3,2,1,Low,Low,Low
1,58,0,0,0,9,23,Single,2,25.0,-0.11,-2.58,6,7,2,Medium,Medium,Low
1,46,0,0,0,3,37,Single,1,19.0,-0.72,-2.94,3,4,2,Low,Low,Low
1,21,0,0,0,0,19,Single,3,15.0,0.43,-1.34,1,9,7,Low,High,Medium
1,26,0,0,0,1,23,Single,3,15.0,0.14,-1.59,1,8,6,Low,High,Medium
1,38,0,0,0,3,35,Married,1,15.0,-1.72,-3.24,1,1,1,Low,Low,Low
1,34,0,0,0,5,19,Single,1,16.0,-0.73,-2.11,2,4,4,Low,Low,Low
0,34,0,0,0,0,33,Single,3,16.0,-0.01,-2.05,2,8,4,Low,High,Low
1,19,0,0,0,1,18,Single,2,19.0,-0.42,-1.29,3,5,7,Low,Medium,Medium
1,34,0,0,0,5,27,Single,1,16.0,-0.58,-2.09,2,4,4,Low,Low,Low
0,32,0,0,0,3,29,Married,1,16.0,-0.91,-2.41,2,4,3,Low,Low,Low
1,23,0,0,0,0,22,Single,1,17.0,-0.49,-1.94,2,5,5,Low,Medium,Medium
1,34,0,0,0,5,23,Single,1,16.0,-0.66,-2.59,2,4,2,Low,Low,Low
1,30,0,0,0,2,27,Single,1,11.0,-1.39,-2.86,1,1,2,Low,Low,Low
1,39,0,0,0,6,21,Single,1,17.0,-0.89,-3.17,2,3,1,Low,Low,Low
1,24,0,0,0,0,22,Single,1,22.0,-0.76,-1.96,5,3,5,Medium,Low,Medium
1,33,0,0,0,1,32,Single,1,24.0,-0.76,-2.88,6,3,2,Medium,Low,Low
1,33,0,0,0,0,32,Single,1,17.0,-1.19,-3.0,2,2,1,Low,Low,Low
1,40,0,0,0,6,27,Unknown,1,31.0,-0.69,-2.92,9,4,2,High,Low,Low
1,58,0,0,0,2,22,Married,1,18.0,-0.89,-3.84,3,3,1,Low,Low,Low
0,21,0,0,0,0,18,Significant Other,2,11.0,-0.53,-1.29,1,6,7,Low,Medium,Medium
1,44,0,0,0,2,41,Divorced,1,24.0,-1.14,-3.09,6,2,1,Medium,Low,Low
1,56,0,0,0,13,31,Separated,3,33.0,0.29,-2.32,9,8,3,High,High,Low
1,27,0,0,0,1,25,Single,1,14.0,-0.47,-2.46,1,5,3,Low,Medium,Low
1,21,0,0,0,1,19,Single,2,15.0,-0.4,-1.4,1,5,7,Low,Medium,Medium
1,23,0,0,1,4,20,Single,3,13.0,0.1,-1.8,1,8,5,Low,High,Medium
1,62,0,0,0,0,60,Divorced,1,15.0,-2.77,-4.35,1,1,1,Low,Low,Low
1,62,0,0,0,0,62,Divorced,1,15.0,-1.9,-3.98,1,1,1,Low,Low,Low
1,27,1,0,1,4,18,Single,4,25.0,0.13,-0.45,6,8,10,Medium,High,High
1,57,0,0,0,6,30,Married,1,14.0,-1.55,-3.3,1,1,1,Low,Low,Low
1,37,0,0,0,5,31,Single,1,23.0,-0.97,-3.15,5,3,1,Medium,Low,Low
1,43,0,0,0,2,38,Separated,1,14.0,-1.34,-3.41,1,2,1,Low,Low,Low
1,22,0,0,0,0,22,Single,1,13.0,-0.94,-2.02,1,3,4,Low,Low,Low
0,32,0,0,0,5,31,Single,1,12.0,-1.89,-3.27,1,1,1,Low,Low,Low
0,33,0,0,0,2,32,Single,1,13.0,-1.09,-2.92,1,3,2,Low,Low,Low
1,23,0,0,0,0,21,Single,1,17.0,-0.9,-1.96,2,3,5,Low,Low,Medium
1,27,0,0,0,0,25,Single,1,22.0,-1.43,-2.69,5,1,2,Medium,Low,Low
1,44,0,0,0,0,42,Single,1,15.0,-1.65,-3.2,1,1,1,Low,Low,Low
1,28,0,0,0,3,21,Single,1,18.0,-0.9,-2.52,3,3,3,Low,Low,Low
0,42,0,0,0,0,39,Divorced,1,13.0,-1.59,-2.99,1,2,1,Low,Low,Low
1,48,0,0,0,5,41,Single,1,27.0,-0.45,-2.37,7,5,3,Medium,Medium,Low
1,24,0,1,0,9,19,Single,4,21.0,0.79,-0.43,4,10,10,Low,High,High
1,27,0,0,0,0,26,Single,1,13.0,-1.28,-2.44,1,2,3,Low,Low,Low
1,20,0,0,0,0,19,Single,4,20.0,0.73,-0.84,3,10,9,Low,High,High
1,39,0,0,0,0,39,Single,3,24.0,0.34,-2.66,6,9,2,Medium,High,Low
1,24,0,0,0,1,23,Single,4,17.0,0.11,-1.17,2,8,8,Low,High,High
1,31,2,0,0,6,17,Single,4,32.0,1.02,-0.75,9,10,9,High,High,High
1,22,0,1,0,2,20,Single,2,17.0,-0.34,-1.31,2,5,7,Low,Medium,Medium
0,51,0,0,0,0,50,Married,1,11.0,-2.18,-3.79,1,1,1,Low,Low,Low
1,56,0,0,0,0,54,Single,1,14.0,-2.64,-4.2,1,1,1,Low,Low,Low
1,20,0,0,0,0,19,Single,2,13.0,-0.23,-1.86,1,6,5,Low,Medium,Medium
1,54,0,0,0,1,51,Single,1,21.0,-0.77,-2.94,4,3,2,Low,Low,Low
1,29,0,0,0,7,23,Single,3,19.0,0.31,-1.53,3,9,6,Low,High,Medium
1,42,0,0,0,0,41,Single,1,18.0,-0.64,-3.18,3,4,1,Low,Low,Low
1,20,0,0,0,0,18,Single,4,14.0,0.39,-1.13,1,9,8,Low,High,High
1,53,0,0,0,6,37,Single,1,21.0,-1.72,-3.96,4,1,1,Low,Low,Low
1,48,0,0,0,8,31,Single,3,19.0,0.28,-3.53,3,8,1,Low,High,Low
1,24,0,0,0,0,23,Single,1,16.0,-1.27,-2.41,2,2,3,Low,Low,Low
1,27,0,0,0,8,22,Single,1,21.0,-0.48,-2.31,4,5,3,Low,Medium,Low
1,24,0,1,0,2,21,Single,4,25.0,0.46,-0.77,6,9,9,Medium,High,High
0,22,0,0,0,0,21,Single,1,13.0,-1.13,-2.18,1,3,4,Low,Low,Low
1,53,0,0,0,36,34,Single,3,38.0,-0.23,-0.93,10,6,9,High,Medium,High
1,36,0,0,0,0,35,Single,1,23.0,-1.43,-3.16,5,1,1,Medium,Low,Low
1,28,0,0,0,2,25,Significant Other,1,15.0,-0.75,-2.08,1,3,4,Low,Low,Low
1,34,0,0,0,0,34,Single,1,11.0,-1.84,-3.25,1,1,1,Low,Low,Low
1,46,0,0,0,1,45,Married,1,16.0,-1.83,-3.37,2,1,1,Low,Low,Low
1,21,0,0,0,0,20,Single,1,20.0,-0.7,-1.83,3,4,5,Low,Low,Medium
1,45,0,0,0,1,42,Single,1,16.0,-2.2,-3.71,2,1,1,Low,Low,Low
1,21,0,1,0,3,18,Single,2,22.0,-0.33,-1.64,5,5,6,Medium,Medium,Medium
0,36,0,0,0,0,34,Single,2,24.0,-0.2,-1.79,6,7,5,Medium,Medium,Medium
0,25,0,0,0,2,20,Single,1,11.0,-0.94,-2.2,1,4,4,Low,Low,Low
0,23,0,0,0,1,21,Single,1,18.0,-1.03,-2.1,3,3,4,Low,Low,Low
1,54,0,0,0,2,24,Divorced,1,14.0,-2.46,-3.53,1,1,1,Low,Low,Low
1,28,0,0,0,1,20,Single,1,17.0,-0.38,-2.44,2,5,3,Low,Medium,Low
0,21,0,0,0,0,18,Single,3,16.0,0.1,-1.28,2,8,7,Low,High,Medium
1,36,0,0,0,0,35,Married,1,20.0,-0.8,-2.5,3,3,3,Low,Low,Low
1,24,0,0,0,0,22,Single,1,13.0,-0.86,-2.04,1,3,4,Low,Low,Low
1,28,0,0,0,3,21,Single,2,18.0,-0.19,-2.06,3,6,4,Low,Medium,Low
1,30,0,0,0,1,28,Single,1,20.0,-1.33,-2.71,3,2,2,Low,Low,Low
1,29,0,0,0,0,28,Single,1,13.0,-1.45,-2.82,1,1,2,Low,Low,Low
1,22,0,0,0,2,18,Single,4,17.0,0.13,-0.92,2,8,9,Low,High,High
1,31,0,0,0,8,22,Single,3,18.0,0.65,-1.91,2,9,5,Low,High,Medium
1,38,0,0,0,2,33,Single,3,21.0,0.34,-1.87,4,9,5,Low,High,Medium
0,30,0,0,0,0,27,Single,2,20.0,-0.38,-2.58,4,6,2,Low,Medium,Low
1,51,0,0,0,1,44,Married,1,19.0,-1.9,-3.73,3,1,1,Low,Low,Low
1,33,0,0,0,3,28,Married,1,22.0,-1.59,-3.08,5,1,1,Medium,Low,Low
0,25,0,0,0,2,22,Single,2,14.0,-0.53,-1.77,1,6,5,Low,Medium,Medium
1,30,0,0,0,0,30,Married,1,13.0,-1.5,-2.87,1,1,2,Low,Low,Low
1,22,0,0,0,0,22,Single,4,23.0,0.92,-1.2,5,10,8,Medium,High,High
1,37,0,0,0,4,21,Single,1,17.0,-1.09,-2.75,2,2,2,Low,Low,Low
1,32,0,1,0,12,18,Single,3,28.0,0.51,-1.28,8,9,7,High,High,Medium
1,23,0,0,1,1,22,Single,2,13.0,-0.15,-1.88,1,6,5,Low,Medium,Medium
1,47,0,0,0,3,36,Single,1,21.0,-0.84,-2.94,4,3,2,Low,Low,Low
0,43,0,0,0,0,43,Single,3,20.0,0.28,-1.94,4,9,5,Low,High,Medium
0,41,0,0,0,6,31,Separated,2,22.0,-0.5,-2.46,5,6,3,Medium,Medium,Low
0,32,0,0,0,1,30,Single,1,18.0,-1.09,-2.51,3,3,3,Low,Low,Low
1,37,0,0,0,0,36,Single,1,13.0,-1.56,-2.98,1,1,1,Low,Low,Low
1,19,0,2,0,2,18,Single,4,15.0,0.78,-0.75,1,10,9,Low,High,High
1,27,0,0,0,0,26,Single,3,23.0,0.09,-1.71,5,8,6,Medium,High,Medium
1,39,0,0,0,0,37,Married,1,12.0,-2.08,-3.53,1,1,1,Low,Low,Low
0,21,0,0,2,0,18,Significant Other,3,13.0,-0.38,-1.25,1,6,8,Low,Medium,High
1,69,0,0,0,0,66,Divorced,1,13.0,-2.68,-4.3,1,1,1,Low,Low,Low
1,36,0,0,0,3,30,Single,1,17.0,-0.87,-2.27,2,3,3,Low,Low,Low
1,21,0,0,0,2,18,Single,2,17.0,-0.19,-1.52,2,6,6,Low,Medium,Medium
1,26,0,0,1,6,19,Single,4,20.0,0.62,-0.45,3,10,10,Low,High,High
1,22,0,0,0,0,20,Single,1,21.0,-0.6,-1.83,4,4,5,Low,Low,Medium
0,23,0,0,0,0,21,Single,1,18.0,-0.8,-1.96,3,5,5,Low,Medium,Medium
1,20,1,0,0,1,18,Single,3,19.0,0.0,-0.54,3,7,10,Low,Medium,High
1,28,0,0,0,0,27,Single,1,23.0,-1.02,-2.78,5,2,2,Medium,Low,Low
1,45,0,0,0,0,43,Single,1,17.0,-0.5,-3.58,2,5,1,Low,Medium,Low
1,49,0,0,0,3,37,Single,1,23.0,-0.48,-2.12,5,5,4,Medium,Medium,Low
1,29,0,0,1,2,24,Single,1,14.0,-0.53,-2.55,1,4,3,Low,Low,Low
1,24,0,0,0,0,24,Single,3,26.0,-0.14,-1.17,7,6,8,Medium,Medium,High
0,60,0,0,0,0,58,Single,1,23.0,-2.4,-4.08,6,1,1,Medium,Low,Low
0,26,0,0,0,0,26,Single,4,28.0,0.63,0.04,8,10,10,High,High,High
1,23,2,0,0,3,17,Single,4,17.0,1.0,-0.39,2,10,10,Low,High,High
1,34,0,0,0,2,31,Divorced,1,18.0,-0.39,-2.73,3,5,2,Low,Medium,Low
1,30,0,0,0,0,28,Single,1,21.0,-1.45,-2.8,4,1,2,Low,Low,Low
0,20,1,0,0,1,17,Single,2,13.0,-0.83,-1.33,1,4,7,Low,Low,Medium
1,36,0,0,0,1,26,Single,1,16.0,-0.97,-2.91,2,3,2,Low,Low,Low
1,30,0,0,0,0,28,Single,1,24.0,-0.61,-2.29,6,4,3,Medium,Low,Low
1,21,0,1,0,1,18,Single,2,11.0,-0.82,-1.53,1,3,6,Low,Low,Medium
1,34,1,0,0,11,18,Married,3,27.0,0.29,-2.17,7,8,4,Medium,High,Low
1,25,0,0,0,1,22,Single,2,20.0,-0.08,-2.34,3,7,3,Low,Medium,Low
1,25,0,0,0,7,19,Single,2,16.0,0.0,-1.73,2,7,6,Low,Medium,Medium
1,22,0,0,0,2,19,Single,2,12.0,-0.3,-1.83,1,6,5,Low,Medium,Medium
1,57,0,0,0,18,27,Single,3,27.0,0.3,-1.37,7,8,7,Medium,High,Medium
1,29,0,0,0,2,27,Single,3,16.0,0.17,-1.93,2,8,5,Low,High,Medium
1,36,0,0,0,1,35,Single,1,13.0,-1.87,-3.34,1,1,1,Low,Low,Low
1,29,0,1,0,7,18,Single,1,16.0,-1.03,-2.08,2,2,4,Low,Low,Low
1,21,0,0,0,4,18,Single,3,18.0,0.55,-1.62,3,9,6,Low,High,Medium
1,21,0,0,0,0,20,Single,2,14.0,-0.49,-1.52,1,5,6,Low,Medium,Medium
1,37,0,0,0,1,20,Single,3,23.0,0.21,-1.89,5,8,5,Medium,High,Medium
1,33,0,0,0,3,29,Single,1,13.0,-1.44,-3.01,1,1,1,Low,Low,Low
1,34,0,0,0,1,30,Divorced,1,18.0,-1.71,-3.21,3,1,1,Low,Low,Low
1,27,0,0,0,0,26,Single,1,13.0,-1.35,-2.66,1,2,2,Low,Low,Low
0,50,0,0,0,1,49,Married,1,12.0,-2.24,-3.25,1,1,1,Low,Low,Low
1,26,0,0,0,1,25,Single,1,17.0,-0.84,-2.29,2,3,3,Low,Low,Low
1,40,0,0,0,0,38,Married,3,34.0,0.08,-0.69,10,7,9,High,Medium,High
1,25,0,0,0,7,19,Single,3,18.0,0.29,-1.31,3,8,7,Low,High,Medium
0,53,0,0,0,1,51,Single,1,20.0,-1.84,-4.11,4,1,1,Low,Low,Low
1,26,0,0,0,0,26,Single,1,13.0,-1.14,-2.36,1,2,3,Low,Low,Low
0,24,0,0,0,0,22,Single,1,11.0,-0.97,-2.09,1,4,4,Low,Low,Low
1,47,0,0,0,0,47,Single,1,13.0,-2.35,-3.87,1,1,1,Low,Low,Low
1,39,0,0,0,2,35,Married,1,16.0,-0.58,-2.02,2,4,4,Low,Low,Low
1,42,0,0,0,1,39,Separated,1,16.0,-2.15,-3.63,2,1,1,Low,Low,Low
1,28,0,0,0,1,26,Married,1,15.0,-0.85,-2.5,1,3,3,Low,Low,Low
1,24,0,0,0,1,22,Single,1,17.0,-0.64,-1.98,2,4,4,Low,Low,Low
0,23,0,0,0,0,21,Single,1,16.0,-0.95,-2.0,2,4,4,Low,Low,Low
1,26,1,1,0,6,18,Single,3,20.0,0.13,-2.3,3,8,3,Low,High,Low
